PoS-word	#labels	#instances	most common label	#	label	#	label	#	label	#	label	#	label	#	label	#
NNP-nokia	1	1	b-noun.artifact	1												
NOUN-ipad	1	1	b-noun.artifact	1												
NN-guitar	1	1	b-noun.artifact	1												
NNP-manchester Salver	1	1	b-noun.artifact	1												
RB-bike	1	1	b-noun.artifact	1												
NNP-valentine Photo	1	1	b-noun.artifact	1												
NN-knife	1	1	b-noun.artifact	1												
NNS-elements	1	1	b-noun.artifact	1												
NNP-blackberry	1	1	b-noun.artifact	1												
NN-homwork	1	1	b-noun.artifact	1												
NOUN-#fragrance	1	1	b-noun.artifact	1												
NNS-bucks	1	1	b-noun.artifact	1												
NNS-items	1	1	b-noun.artifact	1												
NNP-carbo	1	1	b-noun.artifact	1												
NNP-googletv	1	1	b-noun.artifact	1												
NN-chair	1	1	b-noun.artifact	1												
NNP-j #6 jersey	1	1	b-noun.artifact	1												
NN-pump Handle]	1	1	b-noun.artifact	1												
NOUN-honda Civic NUMBER	1	1	b-noun.artifact	1												
NN-guest list	1	1	b-noun.artifact	1												
NN-window	1	1	b-noun.artifact	1												
NN-bumper stickers	1	1	b-noun.artifact	1												
NN-store	1	1	b-noun.artifact	1												
NN-lap top	1	1	b-noun.artifact	1												
NOUN-school Supplies	1	1	b-noun.artifact	1												
NNS-doodles	1	1	b-noun.artifact	1												
NN-internet	1	1	b-noun.artifact	1												
NNS-submarines	1	1	b-noun.artifact	1												
NN-makeup	1	1	b-noun.artifact	1												
NN-book covers	1	1	b-noun.artifact	1												
NN-customer hardware	1	1	b-noun.artifact	1												
NN-bike	1	1	b-noun.artifact	1												
NOUN-#vehicles	1	1	b-noun.artifact	1												
NOUN-#spotify	1	1	b-noun.artifact	1												
NNP-santa hat	1	1	b-noun.artifact	1												
NOUN-pantyhose	1	1	b-noun.artifact	1												
NN-mcdonalds	1	1	b-noun.artifact	1												
NOUN-photos	1	1	b-noun.artifact	1												
NOUN-cricket bat	1	1	b-noun.artifact	1												
NNP-marie Clair	1	1	b-noun.artifact	1												
NNS-rings	1	1	b-noun.artifact	1												
NN-webcam	1	1	b-noun.artifact	1												
NOUN-a7	1	1	b-noun.artifact	1												
NN-mute buttons	1	1	b-noun.artifact	1												
NNP-hdcp copy protection scheme	1	1	b-noun.artifact	1												
NNP-ebgp	1	1	b-noun.artifact	1												
NNP-penguin	1	1	b-noun.animal	1												
NNP-lions	1	1	b-noun.animal	1												
NOUN-panda Cub	1	1	b-noun.animal	1												
NN-pigeon	1	1	b-noun.animal	1												
NNS-claws	1	1	b-noun.animal	1												
NOUN-cub	1	1	b-noun.animal	1												
NN-cockatoo	1	1	b-noun.animal	1												
NOUN-cows Arse	1	1	b-noun.animal	1												
NN-chihuahua puppy	1	1	b-noun.animal	1												
NN-pard	1	1	b-noun.animal	1												
NOUN-stillborn	1	1	b-noun.animal	1												
NNP-sunshine	1	1	b-noun.animal	1												
NOUN-cat	1	1	b-noun.animal	1												
NN-kitten	1	1	b-noun.animal	1												
NN-spider	1	1	b-noun.animal	1												
NOUN-panda	1	1	b-noun.animal	1												
NOUN-bacterium	1	1	b-noun.animal	1												
NNP-luna	1	1	b-noun.animal	1												
NN-meter shark	1	1	b-noun.animal	1												
NN-stomach bug	1	1	b-noun.animal	1												
NNP-unicorns	1	1	b-noun.animal	1												
NNS-duckies	1	1	b-noun.animal	1												
NNS-butterflies	1	1	b-noun.animal	1												
NOUN-fence lizard	1	1	b-noun.animal	1												
NN-whale	1	1	b-noun.animal	1												
NOUN-dragon	1	1	b-noun.animal	1												
NNS-caterpillars	1	1	b-noun.animal	1												
NN-insult	1	1	b-noun.act	1												
NN-breath	1	1	b-noun.act	1												
NN-bestfriend&lt;ride	1	1	b-noun.act	1												
NOUN-baseball	1	1	b-noun.act	1												
NOUN-#trade	1	1	b-noun.act	1												
NNS-nights stay	1	1	b-noun.act	1												
NNS-games	1	1	b-noun.act	1												
NN-entry	1	1	b-noun.act	1												
NOUN-sneak Peek	1	1	b-noun.act	1												
NOUN-d	1	1	b-noun.act	1												
NN-street team promotion	1	1	b-noun.act	1												
NN-sex	1	1	b-noun.act	1												
NN-mythmaking	1	1	b-noun.act	1												
NN-action	1	1	b-noun.act	1												
NNP-mkt exam	1	1	b-noun.act	1												
NN-sit up	1	1	b-noun.act	1												
NOUN-instructional Master Class	1	1	b-noun.act	1												
NOUN-feature	1	1	b-noun.act	1												
NNP-friday night missions	1	1	b-noun.act	1												
NN-photo shoot	1	1	b-noun.act	1												
NNP-fys	1	1	b-noun.act	1												
NN-jeopardy	1	1	b-noun.act	1												
NN-bookkeeping	1	1	b-noun.act	1												
NN-shopping spree	1	1	b-noun.act	1												
NN-intervention	1	1	b-noun.act	1												
NN-dating show	1	1	b-noun.act	1												
NN-fun	1	1	b-noun.act	1												
NNS-solutions	1	1	b-noun.act	1												
NNS-tests	1	1	b-noun.act	1												
NNP-roh shows	1	1	b-noun.act	1												
NN-tennis practice	1	1	b-noun.act	1												
NN-election	1	1	b-noun.act	1												
NN-event	1	1	b-noun.act	1												
NOUN-lifelock Survey	1	1	b-noun.act	1												
NOUN-entry	1	1	b-noun.act	1												
NNP-korean War spy rivalries	1	1	b-noun.act	1												
NNP-pope Benedict trip	1	1	b-noun.act	1												
NNS-weights	1	1	b-noun.act	1												
NN-cocaine Use	1	1	b-noun.act	1												
NOUN-marketing	1	1	b-noun.act	1												
NNP-spring Break Your Heart Tour	1	1	b-noun.act	1												
NN-book club selection	1	1	b-noun.act	1												
NN-threesum	1	1	b-noun.act	1												
NN-war	1	1	b-noun.act	1												
NOUN-one Lives	1	1	b-noun.act	1												
NOUN-training	1	1	b-noun.act	1												
NN-webinar	1	1	b-noun.act	1												
NNP-psychotherapy	1	1	b-noun.act	1												
NNP-new Groove rampage	1	1	b-noun.act	1												
NNP-saturday PARTY	1	1	b-noun.act	1												
NN-hockey	1	1	b-noun.act	1												
NN-bday dinner	1	1	b-noun.act	1												
NN-hour trip	1	1	b-noun.act	1												
NNP-halo Reach	1	1	b-noun.act	1												
NOUN-weapon use	1	1	b-noun.act	1												
NN-night email-athon	1	1	b-noun.act	1												
NOUN-listening Session	1	1	b-noun.act	1												
NOUN-marriage	1	1	b-noun.act	1												
NN-web Design	1	1	b-noun.act	1												
NN-table tennis	1	1	b-noun.act	1												
NNP-picspam	1	1	b-noun.act	1												
NNP-patty 's Day Party	1	1	b-noun.act	1												
NNP-gamechangers Tour	1	1	b-noun.act	1												
HT-#coaching	1	1	b-noun.act	1												
NN-b-day	1	1	b-noun.act	1												
NNS-signups	1	1	b-noun.act	1												
NOUN-robot Adoption	1	1	b-noun.act	1												
NN-deal	1	1	b-noun.act	1												
NN-giveaway	1	1	b-noun.act	1												
NN-cooking	1	1	b-noun.act	1												
NN-roller coaster ride	1	1	b-noun.act	1												
NN-break	1	1	b-noun.act	1												
NOUN-avenues	1	1	b-noun.act	1												
NOUN-#cotton payments	1	1	b-noun.act	1												
NNP-the Rocky Horror Picture Show	1	1	b-noun.act	1												
NNP-dirty Work Tour	1	1	b-noun.act	1												
NN-nighter	1	1	b-noun.act	1												
NN-hairdresser	1	1	b-noun.act	1												
NN-record	1	1	b-noun.act	1												
NOUN-use	1	1	b-noun.act	1												
NNS-steps	1	1	b-noun.act	1												
NNP-lady Gaga Tour	1	1	b-noun.act	1												
NN-drug Toss	1	1	b-noun.act	1												
NN-drug test	1	1	b-noun.act	1												
NOUN-post	1	1	b-noun.act	1												
NOUN-ways	1	1	b-noun.act	1												
NOUN-performances	1	1	b-noun.act	1												
NN-purchase	1	1	b-noun.act	1												
NNP-atlantic CITY SHOW	1	1	b-noun.act	1												
NOUN-service	1	1	b-noun.act	1												
NN-power nap	1	1	b-noun.act	1												
NNP-made in Dagenham Q__AND__A	1	1	b-noun.act	1												
NOUN-job Search	1	1	b-noun.act	1												
NN-keyword research	1	1	b-noun.act	1												
NNP-friday Fucking	1	1	b-noun.act	1												
NN-countdown	1	1	b-noun.act	1												
NN-slab show	1	1	b-noun.act	1												
NN-tally	1	1	b-noun.act	1												
NN-market	1	1	b-noun.act	1												
NN-choice	1	1	b-noun.act	1												
NNP-emporer	1	1	b-noun.act	1												
NN-brunch crawl	1	1	b-noun.act	1												
NN-math	1	1	b-noun.act	1												
NOUN-course	1	1	b-noun.act	1												
NN-tweet game	1	1	b-noun.act	1												
NN-fault	1	1	b-noun.act	1												
NN-surgery	1	1	b-noun.act	1												
NNP-consumer Electronics Show	1	1	b-noun.act	1												
NN-orientation	1	1	b-noun.act	1												
NN-gig	1	1	b-noun.act	1												
NN-courtesy	1	1	b-noun.act	1												
NNP-tenth Amendment	1	1	b-noun.act	1												
NOUN-obamacare	1	1	b-noun.act	1												
NN-test	1	1	b-noun.act	1												
NOUN-money Maker Deal	1	1	b-noun.act	1												
NN-strike	1	1	b-noun.act	1												
NN-preparation	1	1	b-noun.act	1												
NNP-obamacare	1	1	b-noun.act	1												
NN-antique shows	1	1	b-noun.act	1												
NNP-lhs games	1	1	b-noun.act	1												
HT-#hellomornings	1	1	b-noun.act	1												
NOUN-homage	1	1	b-noun.act	1												
NN-birthday party	1	1	b-noun.act	1												
NNP-sage Award	1	1	b-noun.act	1												
NNP-dj set	1	1	b-noun.act	1												
NOUN-cricket	1	1	b-noun.act	1												
NN-dance*	1	1	b-noun.act	1												
NN-surprise	1	1	b-noun.act	1												
HT-#wku homecoming	1	1	b-noun.act	1												
NOUN-action	1	1	b-noun.act	1												
NN-program	1	1	b-noun.act	1												
NOUN-shot	1	1	b-noun.act	1												
NOUN-business process management	1	1	b-noun.act	1												
NN-unfollowing spree	1	1	b-noun.act	1												
NN-shoegasm	1	1	b-noun.act	1												
NN-class today	1	1	b-noun.act	1												
NNS-kisses	1	1	b-noun.act	1												
NN-stop	1	1	b-noun.act	1												
NN-hurling	1	1	b-noun.act	1												
NNS-results roundup	1	1	b-noun.act	1												
NOUN-curbs	1	1	b-noun.act	1												
NN-volleyball	1	1	b-noun.act	1												
